,index,Topic,Sentiment,TweetId,TweetDate,TweetText,Sentiment
507,1659,twitter,0,126870745258266626,Thu Oct 20 04:01:57 +0000 2011,#twitter is a fad. Was addicted now I don't rly care.,0
508,2259,google,2,126488427779727360,Wed Oct 19 02:42:45 +0000 2011,デフォでデータ通信制御？　#android #google,2
509,1448,microsoft,0,126758070176059392,Wed Oct 19 20:34:13 +0000 2011,How #Apple eclipsed #Microsoft http://t.co/1fH0dFGj from @guardian,0
510,930,apple,0,125956505768960000,Mon Oct 17 15:29:05 +0000 2011,"Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said, ""I can't actually help u, just direct u back to the web""",0
511,686,apple,1,125924446430183425,Mon Oct 17 13:21:42 +0000 2011,Thank you @Apple iOS 5 for email pop up on the lock screen and opening it when unlocking.,1
512,8,apple,3,126407511531192320,Tue Oct 18 21:21:13 +0000 2011,Today's headline: @apple reports lower 4Q earnings. Headline in 3 months: @Apple reports record Q1 earnings.,3
513,316,apple,3,125878880916611072,Mon Oct 17 10:20:38 +0000 2011,OK @apple your accessories policy is out of hand. I need a powered line in to use the mic? Are you KIDDING ME?,3
514,1939,google,2,126523270420905984,Wed Oct 19 05:01:13 +0000 2011,Ik lees steeds meer enthousiasme voor #google+ en aantal gebruikers groeit spectaculair. Ik merk daar niets van!,2
515,427,apple,3,125496516000485376,Sun Oct 16 09:01:15 +0000 2011,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator - Posts on Twitter,3
516,105,apple,3,126205800359280640,Tue Oct 18 07:59:42 +0000 2011,Siri says some weird things | This is my next... http://t.co/H8n7caSg via @verge @hasanga @mohoisham @apple #Siri #LMFAO,3
517,1237,google,1,126490696214511616,Wed Oct 19 02:51:46 +0000 2011,#Google has done it again ..... #IceCream Sandwich,1
518,121,apple,3,126141580682854400,Tue Oct 18 03:44:31 +0000 2011,More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...,3
519,1286,google,0,126526648928579584,Wed Oct 19 05:14:38 +0000 2011,RT @businessuplift: Why #facebook and #google have got it wrong http://t.co/PDbF7H3f,0
520,829,apple,0,126281019476291585,Tue Oct 18 12:58:35 +0000 2011,"@azee1v1 @apple @umber Proper consolidation, proper syncing, stop losing my PURCHASED items, checkboxes that do what you think they will do.",0
521,2079,google,2,126499873821437952,Wed Oct 19 03:28:14 +0000 2011,6 positive Learnings aus dem Panda-Update ... http://t.co/JEgkwrDR #panda #seo #google,2
522,1471,microsoft,0,126726458776358913,Wed Oct 19 18:28:36 +0000 2011,"RT @amarsanghera The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing, opinions…",0
523,115,apple,3,126149567036137473,Tue Oct 18 04:16:15 +0000 2011,Just realized Apple doesn't even have @Apple on lock. This dude R.J. Pittman waiting for thee fattest check.,3
524,1292,google,0,126516572343910400,Wed Oct 19 04:34:36 +0000 2011,"#Google #Cloud Service Blackouts Threaten Cloud Users: During a 30-day period in August and September, for ... http://t.co/G0ElVRVJ #TCN",0
525,2140,google,2,126494152375533568,Wed Oct 19 03:05:30 +0000 2011,"RT @DominicanDroids: Cuando 2 grandes se unen, #Samsung y #Google... Estas cosas son las que pasan... #GalaxyNexus",2
526,1701,apple,2,126373281099026432,Tue Oct 18 19:05:12 +0000 2011,"Twitter intègré dans ios5, mais le correcteur français ne connaît pas ce mot et propose titrer... Peut mieux faire comme intégration @Apple",2
527,1414,microsoft,1,126596256138137600,Wed Oct 19 09:51:14 +0000 2011,#mango shows #microsoft still has the taste for smartphone success http://t.co/mAOQaplH,1
528,869,apple,0,126088404084588546,Tue Oct 18 00:13:12 +0000 2011,@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.,0
529,1657,twitter,0,126870923591692288,Thu Oct 20 04:02:39 +0000 2011,People should be more interesting on #facebook and #twitter at midnight. I'm getting bored.,0
530,715,apple,1,125652668080336896,Sun Oct 16 19:21:45 +0000 2011,Loving #iOS5 !! #awesome @Apple,1
531,651,apple,1,126104732426186752,Tue Oct 18 01:18:05 +0000 2011,"loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology",1
532,2157,google,2,126493154219266048,Wed Oct 19 03:01:32 +0000 2011,#Google Ab jetzt Live von der Google und Samsung Pressekonferenz zu Android 4.0 und dem Galaxy Nexus (NewGadgets... http://t.co/tLMxcv6L,2
533,87,apple,3,126283440457912320,Tue Oct 18 13:08:13 +0000 2011,"Hello again, iPhone 4!!! Thank you, @apple! Although this should have never broken in the first place! #tsk",3
534,1770,apple,2,125877369796968448,Mon Oct 17 10:14:38 +0000 2011,"Pederčine umobolne, oću APDEJT ne FORMAT SVEGA ISUS VAM JEBO MATER @apple",2
535,2257,google,2,126488553352994817,Wed Oct 19 02:43:15 +0000 2011,Pô. Gostei do novo sistema de reconhecimento facial do Android. Tão forte que não liberou nem o dono do smartphone. #Google #ICS,2
536,1814,apple,2,125339193802100736,Sat Oct 15 22:36:07 +0000 2011,Find more the best Angel Christmas Tree O http://t.co/d5G1rY5d@Starfrit @Apple @Peeler,2
537,1849,google,2,126533682273071105,Wed Oct 19 05:42:35 +0000 2011,AsiaClassifiedToday: AdAsia 2011: A heavy dose for the creative minds - http://t.co/ZJ9k6FW6: A... http://t.co/BVaY8XPB #asia #google #ads,2
538,1719,apple,2,126304243144597505,Tue Oct 18 14:30:52 +0000 2011,Verzoek aan @apple voor iphone: koppel agenda aan bellen. Zo kun je in afspraak opgeslagen telnummer meteen aantikken en bellen. #thnx,2
539,1772,apple,2,125862601677737985,Mon Oct 17 09:15:57 +0000 2011,講習中@apple shop GINZA,2
540,1457,microsoft,0,126746946093330434,Wed Oct 19 19:50:01 +0000 2011,"@Anas_Monaffal LOL , i do both .. and for sure #Microsoft #DotNet is perfect, simple o ay 7aja ;) .. but sorry I HATE WINDOWS PHONES :P",0
541,494,apple,3,125300603059576833,Sat Oct 15 20:02:46 +0000 2011,@apple and I'm looking at the outside & all you see is sticky notes about steve jobs,3
542,755,apple,1,125309946723188736,Sat Oct 15 20:39:54 +0000 2011,Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!,1
543,2074,google,2,126500127354535937,Wed Oct 19 03:29:15 +0000 2011,#Google No se que aria sin ti :$,2
544,1284,google,0,126532210210783232,Wed Oct 19 05:36:44 +0000 2011,Youtube video views are still not updating properly. #google #youtube #fail,0
545,1071,apple,0,125232266849947648,Sat Oct 15 15:31:13 +0000 2011,"Dear @apple, One day you're going to release a version of iTunes that doesn't freeze more often than it works. One day.",0
546,71,apple,3,126301989486342145,Tue Oct 18 14:21:55 +0000 2011,iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet,3
547,63,apple,3,126316179429134336,Tue Oct 18 15:18:18 +0000 2011,"Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/2XJZaLCs #PampersHelloApps",3
548,1185,google,1,126494645281755136,Wed Oct 19 03:07:28 +0000 2011,Thoughts on Android 4.0 #ICS? Excited to play with the new features. #android #google,1
549,2277,google,2,126487879139590144,Wed Oct 19 02:40:35 +0000 2011,RT @twandroid: Des boutons virtuels... #google #nexusprime,2
550,1622,twitter,1,126857095088840706,Thu Oct 20 03:07:43 +0000 2011,#twitter is jumpin as usual :),1
551,1146,google,1,126505187752943616,Wed Oct 19 03:49:21 +0000 2011,"Mmm... #SmarterPhone RT @Android: Introducing Ice Cream Sandwich, the delicious new version of Android: http://t.co/AXl2K1Gs #ICS #google",1
552,931,apple,0,125956403574747137,Mon Oct 17 15:28:41 +0000 2011,What's wrong with Siri today @apple,0
553,2095,google,2,126498451289673728,Wed Oct 19 03:22:35 +0000 2011,"@ksidd94 lol it's #tocomplicated to explain on here lol, #lookitup #google #twitterrookie #lmao",2
554,1746,apple,2,126001383869644800,Mon Oct 17 18:27:25 +0000 2011,RT @IsmaelLaRosa: En la tienda de @Apple WoooooW Que legado dejaste #SteveJobs iAdmire U. Está Repletoooo iFull LOL,2
555,1135,google,1,126511000907288576,Wed Oct 19 04:12:27 +0000 2011,"@immad_immad #google, always thinking ahead",1
556,926,apple,0,125961793926475776,Mon Oct 17 15:50:06 +0000 2011,"@electricsoup It has to connect to @Apple to process commands, which it is failing to do right now",0
557,205,apple,3,126003746135224320,Mon Oct 17 18:36:48 +0000 2011,RT @Apple sells 4 million iPhone 4S in 3 days http://t.co/vElmtzNS via @reuters,3
558,765,apple,0,126417285559762944,Tue Oct 18 22:00:04 +0000 2011,"RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",0
559,1738,apple,2,126097345124368385,Tue Oct 18 00:48:44 +0000 2011,"Welp. RT @Tree @Apple you didn't fall too far from me, huh? RT @NikkiNotNiki Nia Long's mom is gorgeous..",2
560,979,apple,0,125659125886623744,Sun Oct 16 19:47:24 +0000 2011,The line at the @apple is just STUPID,0
561,1005,apple,0,125533730222784512,Sun Oct 16 11:29:08 +0000 2011,Life was much easier when @apple and @BlackBerry were just fruits!,0
562,535,google,3,126533547803680770,Wed Oct 19 05:42:03 +0000 2011,RT @NeowinFeed: Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin,3
563,693,apple,1,125850288488841217,Mon Oct 17 08:27:01 +0000 2011,"Gone for a run, beautiful morning , man do I love iOS 5 @apple, #iPhone",1
564,1091,google,1,126531180907601920,Wed Oct 19 05:32:39 +0000 2011,"hahaha integrated data usage manager... in sucha brilliant way, sleek design, superb and I'm only watching videos LOL #Google",1
565,198,apple,3,126010471202566144,Mon Oct 17 19:03:32 +0000 2011,@apple @appstore @mac @iOs @Ipad @siri Will siri be available for iPad 2?,3
566,561,google,3,126531285475799040,Wed Oct 19 05:33:03 +0000 2011,#Google To Begin #Encrypting Searches & Outbound Clicks By Default With SSL Search - http://t.co/vc573Pte,3
567,998,apple,0,125598450090917888,Sun Oct 16 15:46:18 +0000 2011,"Dear @Apple, how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore! (none!!!) :( #gr%\mbl^.%)",0
568,519,apple,3,125196751387889665,Sat Oct 15 13:10:06 +0000 2011,@Apple Scrapple. (:,3
569,308,apple,3,125917160982855680,Mon Oct 17 12:52:45 +0000 2011,iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple #apple #iphone #siri,3
570,1784,apple,2,125695680135172096,Sun Oct 16 22:12:40 +0000 2011,@chefreggie06 @rolandsmartin @Apple get ready Tampa Bay the Martin's are coming to town! Bring it on Buccaneers!,2
571,59,apple,3,126320247379730432,Tue Oct 18 15:34:28 +0000 2011,@bidmyway I like your app for the @apple iPhone very simple and easy to use!,3
572,590,google,3,126528287831891968,Wed Oct 19 05:21:09 +0000 2011,On Google+ then go here http://t.co/63B8wYPw #GPlus #Googleplus #Google #teamfollowback #socialnetwork,3
573,207,apple,3,126001989309054976,Mon Oct 17 18:29:49 +0000 2011,is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK,3
574,2278,google,2,126487855362088961,Wed Oct 19 02:40:29 +0000 2011,Nouvelle app Calendrier : plus épurée #google #nexusprime,2
575,1211,google,1,126493034014720000,Wed Oct 19 03:01:04 +0000 2011,iPhone users find the nearest trash for your device it's the correct place ! #Android #Apple #Google #iPhone,1
576,1387,microsoft,1,126691809417113600,Wed Oct 19 16:10:55 +0000 2011,"RT @ralphbin: #Microsoft Research shows #Holodesk - looks like science fiction, but is science fact http://t.co/w5OCrbpm  Cool but  no sound",1
577,162,apple,3,126066452787773443,Mon Oct 17 22:45:59 +0000 2011,Apple sold 4 million iPhone 4S units on first weekend - Appletell: http://t.co/vs5r1oox #iPhone4S @Apple #fb,3
578,1085,google,1,126533562781544448,Wed Oct 19 05:42:06 +0000 2011,Cant build a website. Get a #Google website #Free ! http://t.co/7qUy4uOU,1
579,834,apple,0,126251052667375616,Tue Oct 18 10:59:31 +0000 2011,#DontBeMadAtMeBecause #Android is by far better than @Apple,0
580,1351,microsoft,1,126754593714606085,Wed Oct 19 20:20:24 +0000 2011,"Will watch this one with interest! RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming Next Month  http://t.co/vpQOyXWa",1
581,256,apple,3,125950026181648385,Mon Oct 17 15:03:20 +0000 2011,So apparently that's not the correct @apple,3
582,937,apple,0,125943204943114240,Mon Oct 17 14:36:14 +0000 2011,@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it,0
583,1633,twitter,0,126880978185625600,Thu Oct 20 04:42:37 +0000 2011,@ZackSiezmagraff A few people are reporting #twitter retweets not working. Probably a technical problem.,0
584,1851,google,2,126533636576129024,Wed Oct 19 05:42:24 +0000 2011,"@DaphneDijkerman Wat let je om die vraag te stellen bij Blik op de weg, er is vast wel een site waar dat kan #google",2
585,855,apple,0,126132919117938689,Tue Oct 18 03:10:06 +0000 2011,RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!,0
586,1732,apple,2,126186608113356800,Tue Oct 18 06:43:26 +0000 2011,RT @aranzibia: Las aplicaciones más populares para iPhone (vía AppleWeblog) http://t.co/m68Tzn1K #iphone @apple,2
587,20,apple,3,126384526925639681,Tue Oct 18 19:49:53 +0000 2011,"If you've been struggling to get hold of me, I'm back online with a new iPhone - thanks @apple",3
588,772,apple,0,126408052525105153,Tue Oct 18 21:23:22 +0000 2011,"@apple AirDrop #fail - Immediate ""declined your request."" every time",0
589,381,apple,3,125640679325052929,Sun Oct 16 18:34:06 +0000 2011,"“@42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5

Everyone go subscribe to notsosuperpro! #shamlessselfpromotion”",3
590,538,google,3,126533485837037568,Wed Oct 19 05:41:48 +0000 2011,Did #Facebook Just Beat #Google At Its Own Game? http://t.co/xVonCBeb #socialmedia,3
591,2120,google,2,126495251757150208,Wed Oct 19 03:09:52 +0000 2011,#Google y su distorsión de la ##accesibilidad http://t.co/LE6lzlus #fb #android #chromeos #chromevox,2
592,1994,google,2,126515639362920449,Wed Oct 19 04:30:53 +0000 2011,Bob Harper: #BobHarper  #Bob #Harper http://t.co/hnAMTNzh #google #youtube,2
593,83,apple,3,126289716097196032,Tue Oct 18 13:33:09 +0000 2011,"yes, i am live tweeting my @apple tech support call. Isn't this fun?",3
594,1755,apple,2,125973789526863872,Mon Oct 17 16:37:46 +0000 2011,@Bonita1108 es pura envidia xq @Apple no te ha regalado nada con o sin fallas #VivaBlackBerry,2
595,1454,microsoft,0,126748091083788288,Wed Oct 19 19:54:34 +0000 2011,RT @InformationWeek: Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discu...,0
596,1777,apple,2,125815316596002816,Mon Oct 17 06:08:03 +0000 2011,追悼ジョブズ氏…@Apple Store#fb  http://t.co/V07PBNdP,2
597,270,apple,3,125936985796919296,Mon Oct 17 14:11:31 +0000 2011,"@Apple main office is #nowplaying  
A milli - Lil Wayne.",3
598,809,apple,0,126343214805426176,Tue Oct 18 17:05:44 +0000 2011,Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.,0
599,879,apple,0,126068917012668416,Mon Oct 17 22:55:46 +0000 2011,What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.,0
600,1090,google,1,126531552367751169,Wed Oct 19 05:34:07 +0000 2011,WOW the new #Google #Nexus is just beautiful. totally gonna boost google's market share in the smart phone market.,1
601,742,apple,1,125423290767507456,Sun Oct 16 04:10:17 +0000 2011,@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s,1
602,1640,twitter,0,126877335399051264,Thu Oct 20 04:28:08 +0000 2011,"i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird, and fat ass over capacity whale to!",0
603,2285,google,2,126487454797668353,Wed Oct 19 02:38:53 +0000 2011,Settlement with Multiple Plaintiffs: The Role of Insolvency pdf ebook:  http://t.co/YEl8Pq4O #google,2
604,429,apple,3,125493125098635265,Sun Oct 16 08:47:47 +0000 2011,"Or hide it.. RT @LucasBlack: Dear @Apple.Re: Newsstand. Don't advertise magazines for free:they're NOT free.Also,allow us to remove the app.",3
605,1151,google,1,126504216004005888,Wed Oct 19 03:45:30 +0000 2011,#Google+  great for small businesses? I think so. The platform has some really beneficial features. Thoughts? http://t.co/FytcyEG2,1
606,2075,google,2,126500080659341315,Wed Oct 19 03:29:04 +0000 2011,#google you do have a journ degree correct? RT @SZimms: Who know how to format an annotated bibliography in APA style?,2
607,1941,google,2,126523147091578880,Wed Oct 19 05:00:43 +0000 2011,RT @twandroid: Galaxy Nexus annoncé  : #nexusprime #google http://t.co/IrMPjoiS,2
608,458,apple,3,125368381728763904,Sun Oct 16 00:32:06 +0000 2011,Still a line @apple store Hillsdale mall #94402 http://t.co/wzVxNz8E,3
609,78,apple,3,126293879166205952,Tue Oct 18 13:49:41 +0000 2011,"Attending #mobilemem , listening to James Kelley from @apple .",3
610,32,apple,3,126364189097865216,Tue Oct 18 18:29:05 +0000 2011,@Apple #RIPSteve RT @davepeck: Steve Jobs and the Seven Rules of Success http://t.co/4nLRLdWy,3
611,808,apple,0,126343679785959424,Tue Oct 18 17:07:35 +0000 2011,"@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the ""newest"" model are suckers...",0
612,787,apple,0,126382959711358976,Tue Oct 18 19:43:40 +0000 2011,. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!,0
613,2059,google,2,126503277117452288,Wed Oct 19 03:41:46 +0000 2011,@ViviStephiee buscalo en #google..persona qe se comen a los conejos D:,2
614,380,apple,3,125640758966484992,Sun Oct 16 18:34:25 +0000 2011,What's up #twitpeeps? How's every @apple user liking iOS 5?,3
615,1176,google,1,126496262668292096,Wed Oct 19 03:13:53 +0000 2011,Sweet Ice Cream Sandwich RT @Pocketlint Google Android 4.0 Ice Cream Sandwich officially detailed #google #ics http://t.co/iUY0DF5S,1
616,1103,google,1,126525469897146368,Wed Oct 19 05:09:57 +0000 2011,RT @vattam: Man! I've fallen in love with Galaxy Nexus! #google #samsung #galaxynexus #android,1
617,1602,twitter,1,126868330098331648,Thu Oct 20 03:52:21 +0000 2011,twitter just helped me find the song from the end of a TV show i just watched. #Twitter &gt; ...,1
618,305,apple,3,125917174618525696,Mon Oct 17 12:52:48 +0000 2011,iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple #apple #iphone #siri,3
619,209,apple,3,126000843798491136,Mon Oct 17 18:25:16 +0000 2011,RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt;@apple Wow!!,3
620,1561,microsoft,0,126484955047006209,Wed Oct 19 02:28:57 +0000 2011,#WTF #Microsoft #sbs2008 #rww only works in #IE. #browserwars,0
621,1379,microsoft,1,126716103123673088,Wed Oct 19 17:47:27 +0000 2011,Thanks to Steffen Krause #Microsoft for a great SQL Server Session @EuropeanSP.,1
622,2271,google,2,126487986425696259,Wed Oct 19 02:41:00 +0000 2011,Pinch to zoom sur le calendrier (comme sur Honeycomb) #google #nexusprime,2
623,1829,apple,2,125082707389718529,Sat Oct 15 05:36:56 +0000 2011,Today very cheap for 2198597 Icemaker.And Free shipping for 2198597 Icemaker too. http://t.co/6CLkWAiO@French @Apple @Peeler,2
624,1593,twitter,1,126873518385274882,Thu Oct 20 04:12:58 +0000 2011,Laying down on my bed and I'm on my favorite app. #twitternation #twitter &gt; #facebook,1
625,1033,apple,0,125355139409252352,Sat Oct 15 23:39:28 +0000 2011,By far the worst experience upgrading out of any version of iOS @apple #iOS5,0
626,1760,apple,2,125965369532878849,Mon Oct 17 16:04:19 +0000 2011,&gt; 4 mln iPhones verkocht in eerste weekend: http://t.co/1pPZz1oX (via @apple),2
627,786,apple,0,126385036441296896,Tue Oct 18 19:51:55 +0000 2011,"shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild.",0
628,2253,google,2,126488887026655232,Wed Oct 19 02:44:35 +0000 2011,L'affichage de l'Intent Share est cool sur l'appareil photo : #google #nexusprime,2
629,483,apple,3,125321084525490176,Sat Oct 15 21:24:09 +0000 2011,@apple so why is the ios support for 2nd gen ipods discontinued? It is only 3 years old? Give us an ios update please!,3
630,1874,google,2,126531519824142337,Wed Oct 19 05:33:59 +0000 2011,RT @ishpconsult: Der langsame Tod von SEO?? #Google-Suche  für eingeloggte User verschlüsselt - http://t.co/OlORx2Pc #marketing  #search...,2
631,277,apple,3,125932876721168384,Mon Oct 17 13:55:12 +0000 2011,@Apple: Surely iOS5 with it's integrated @Twitter would greatly benefit from moving the # to at least the '123' keyboard page? #simplethings,3
632,2240,google,2,126489460551585792,Wed Oct 19 02:46:52 +0000 2011,RT @twandroid: Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime,2
633,221,apple,3,125990236743405568,Mon Oct 17 17:43:07 +0000 2011,@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions.,3
634,1268,google,1,126487523366150144,Wed Oct 19 02:39:10 +0000 2011,I love how it syncs your #Chrome bookmarks with your phone! #icecreamsandwich #google,1
635,571,google,3,126529904731881472,Wed Oct 19 05:27:34 +0000 2011,#Google unveils what's new in #Android 4 'Ice Cream Sandwich' http://t.co/uOLAYieA,3
636,411,apple,3,125588587180863489,Sun Oct 16 15:07:07 +0000 2011,"@Apple store dude ""i hear an accent where ru from?"" me ""no from ct, but ur not 1st 2 tell me that"" dude ""maybe its... http://t.co/93Ztje8p",3
637,1285,google,0,126527166195314688,Wed Oct 19 05:16:41 +0000 2011,Did #Google really just highlight a new font #Roboto as part of their #ICS announcement for #Android...?! Seriously.,0
638,649,apple,1,126112836219973632,Tue Oct 18 01:50:17 +0000 2011,#sweet... #apple replaced my glass #probono. thank you @apple,1
639,585,google,3,126528448050118656,Wed Oct 19 05:21:47 +0000 2011,Google Adsense Tools http://t.co/2IjBZdvn #Adsense #Google #Tools,3
640,988,apple,0,125641051531784192,Sun Oct 16 18:35:35 +0000 2011,RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.,0
641,973,apple,0,125681125376000000,Sun Oct 16 21:14:49 +0000 2011,Iphone 4s siri doesn't work for shit @apple,0
642,942,apple,0,125920912171216896,Mon Oct 17 13:07:39 +0000 2011,@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.,0
643,1355,microsoft,1,126748497096622080,Wed Oct 19 19:56:11 +0000 2011,Awesome! @TommyLee is moving to #Vancouver as Dev Evangelist for #Microsoft - we finally get a local,1
644,1619,twitter,1,126858606695030784,Thu Oct 20 03:13:43 +0000 2011,"#facebook, #Twitter , #spongebob, #nirvana. Great way to spend the night. :D",1
645,447,apple,3,125406003863883776,Sun Oct 16 03:01:35 +0000 2011,"""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/eYLm3pav #PampersHelloApps""",3
646,2137,google,2,126494176551514112,Wed Oct 19 03:05:36 +0000 2011,"@rmeneghelo: ""#Google ainda te ama apesar de tudo IUEHAIUAHEIUHAEIUH =P"" correção: ainda te AMO...",2
647,1427,microsoft,1,126494986983325696,Wed Oct 19 03:08:49 +0000 2011,Not a #Microsoft fan but this is cool. Video: Turn any surface into a #touchscreen http://t.co/yy1hNrbQ,1
648,1100,google,1,126528804192653312,Wed Oct 19 05:23:12 +0000 2011,#Google has finally unveiled the much awaited #Android OS Ice Cream Sandwich & it sure looks good! http://t.co/sNL38EM1,1
649,1345,microsoft,1,126774092274741248,Wed Oct 19 21:37:53 +0000 2011,RT @Logic2020: Why I love #Microsoft &gt; Microsoft hosting Kids TechFest to encourage careers in tech  http://t.co/fmzFWgYv #babygeeks  ...,1
650,1993,google,2,126515640889655296,Wed Oct 19 04:30:53 +0000 2011,Newt Gingrich: #NewtGingrich  #Newt #Gingrich http://t.co/bZQS2pV3 #google #youtube,2
651,45,apple,3,126336867477094400,Tue Oct 18 16:40:31 +0000 2011,@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?,3
652,1972,google,2,126517747894075392,Wed Oct 19 04:39:16 +0000 2011,Lucha de Titanes: Las tres mejores alternativas a #Google Earth http://t.co/Jy0Ipy9A #Linux,2
653,695,apple,1,125794931439702016,Mon Oct 17 04:47:03 +0000 2011,I must admit @apple has made me a very happy camper! I have text tones now! Lol! Ring tone: #MakeMeProud Drakes vers! Text tone: Nicki's,1
654,294,apple,3,125920725595983874,Mon Oct 17 13:06:55 +0000 2011,Video: SIRI also gets angry. http://t.co/Ku288WX6  @chrisvoss @apple #apple #siri #iphone4S #Ai,3
655,1466,microsoft,0,126730748882460672,Wed Oct 19 18:45:39 +0000 2011,Is #Microsoft just another evil corporation? Beware when it comes to buying a #Windows8 PC http://t.co/QbgXXJMm,0
656,588,google,3,126528290352660480,Wed Oct 19 05:21:09 +0000 2011,Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/QcDddYrn,3
657,1818,apple,2,125321769203666944,Sat Oct 15 21:26:52 +0000 2011,Do not check other site for Ed Hardy Black Long Sl http://t.co/hengQGqp@Unlocked @Apple @Touch @Phones,2
658,1493,microsoft,0,126681389570596865,Wed Oct 19 15:29:31 +0000 2011,"@nicholi57 @yuvalz @MobileBurn lets's wait and see if it interests ppl, #MeeGo does... No one likes #Microsoft, we are just forced fed WPs",0
659,1054,apple,0,125302079752384512,Sat Oct 15 20:08:38 +0000 2011,@apple give me my apps back!!!,0
660,1844,google,2,126533966156148736,Wed Oct 19 05:43:43 +0000 2011,Samsung и Google представили новый смартфон Galaxy Nexus http://t.co/x1i0MXhA #samsung #google,2
661,436,apple,3,125432626482917376,Sun Oct 16 04:47:23 +0000 2011,"As tribute to Steve @apple, i'd consider renaming #Siri to Steve - he'll get your #Jobs done!  Forever remembered for his legacy.",3
662,677,apple,1,125978568726560768,Mon Oct 17 16:56:46 +0000 2011,"4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!",1
663,393,apple,3,125627732032888833,Sun Oct 16 17:42:40 +0000 2011,"@reddclay81 Well then!

P.S. Did you respond so fast because of @Apple 's #iOS5 ?",3
664,1776,apple,2,125825293473685505,Mon Oct 17 06:47:42 +0000 2011,@ferchowii @Adr_Mart_Com @Apple no tengo,2
665,534,google,3,126533567311392769,Wed Oct 19 05:42:07 +0000 2011,#Android #Google Samsung Galaxy Nexus official hands-on [Video] http://t.co/6GX3R9MT #DhilipSiva,3
666,30,apple,3,126368285259350017,Tue Oct 18 18:45:21 +0000 2011,The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw,3
667,1164,google,1,126499428965158912,Wed Oct 19 03:26:28 +0000 2011,There you go - according to http://t.co/4Y8aS4zz #Google+ is builtin to the OS/Nexus line? Smart move :),1
668,1449,microsoft,0,126754989409452032,Wed Oct 19 20:21:59 +0000 2011,This is kind of really creepy: Use your search engine the same way as @MileyCyrus would http://t.co/a050TG4L . . . #Microsoft,0
669,1061,apple,0,125269239207706624,Sat Oct 15 17:58:08 +0000 2011,In less than an hour my post- #iOS5 iPhone has gone from 100% to 73% battery charge and the @apple store folks have no solution for me :(,0
